"id","date_of_death","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
2269,NA,2269,1,2020-02-08,2020-02-08,"user_1","user_1"
2270,NA,2270,2,2020-08-06,2020-08-06,"user_1","user_1"
2271,NA,2271,1,2018-08-17,2018-08-17,"user_1","user_1"
2272,NA,2272,2,2019-02-13,2019-02-13,"user_1","user_1"
2273,NA,2273,5,2019-08-12,2019-08-12,"user_1","user_1"
2274,NA,2274,5,2020-02-08,2020-02-08,"user_1","user_1"
2275,NA,2275,5,2020-08-06,2020-08-06,"user_1","user_1"
2276,NA,2276,4,2018-08-17,2018-08-17,"user_1","user_1"
2277,NA,2277,6,2019-02-13,2019-02-13,"user_1","user_1"
2278,NA,2278,6,2019-08-12,2019-08-12,"user_1","user_1"
2279,NA,2279,1,2020-02-08,2020-02-08,"user_1","user_1"
2280,NA,2280,1,2020-08-06,2020-08-06,"user_1","user_1"
2281,NA,2281,1,2018-08-17,2018-08-17,"user_1","user_1"
2282,NA,2282,1,2019-02-13,2019-02-13,"user_1","user_1"
2283,NA,2283,1,2019-08-12,2019-08-12,"user_1","user_1"
2284,NA,2284,5,2020-02-08,2020-02-08,"user_1","user_1"
2285,NA,2285,4,2020-08-06,2020-08-06,"user_1","user_1"
2286,NA,2286,5,2018-08-17,2018-08-17,"user_1","user_1"
2287,NA,2287,6,2019-02-13,2019-02-13,"user_1","user_1"
2288,NA,2288,2,2019-08-12,2019-08-12,"user_1","user_1"
2289,NA,2289,6,2020-02-08,2020-02-08,"user_1","user_1"
2290,NA,2290,4,2020-08-06,2020-08-06,"user_1","user_1"
2291,NA,2291,4,2018-08-17,2018-08-17,"user_1","user_1"
2292,NA,2292,2,2019-02-13,2019-02-13,"user_1","user_1"
2293,NA,2293,2,2019-08-12,2019-08-12,"user_1","user_1"
2294,NA,2294,2,2020-02-08,2020-02-08,"user_1","user_1"
2295,NA,2295,4,2020-08-06,2020-08-06,"user_1","user_1"
2296,NA,2296,6,2018-08-17,2018-08-17,"user_1","user_1"
2297,NA,2297,2,2019-02-13,2019-02-13,"user_1","user_1"
2298,NA,2298,5,2019-08-12,2019-08-12,"user_1","user_1"
2299,NA,2299,1,2020-02-08,2020-02-08,"user_1","user_1"
2300,NA,2300,5,2020-08-06,2020-08-06,"user_1","user_1"
2301,NA,2301,4,2018-08-17,2018-08-17,"user_1","user_1"
2302,NA,2302,6,2019-02-13,2019-02-13,"user_1","user_1"
2303,NA,2303,4,2019-08-12,2019-08-12,"user_1","user_1"
2304,NA,2304,1,2020-02-08,2020-02-08,"user_1","user_1"
2305,NA,2305,6,2020-08-06,2020-08-06,"user_1","user_1"
2306,NA,2306,3,2018-08-17,2018-08-17,"user_1","user_1"
2307,NA,2307,6,2019-02-13,2019-02-13,"user_1","user_1"
2308,NA,2308,4,2019-08-12,2019-08-12,"user_1","user_1"
2309,NA,2309,2,2020-02-08,2020-02-08,"user_1","user_1"
2310,NA,2310,4,2020-08-06,2020-08-06,"user_1","user_1"
2311,NA,2311,3,2018-08-17,2018-08-17,"user_1","user_1"
2312,NA,2312,6,2019-02-13,2019-02-13,"user_1","user_1"
2313,NA,2313,1,2019-08-12,2019-08-12,"user_1","user_1"
2314,NA,2314,1,2020-02-08,2020-02-08,"user_1","user_1"
2315,NA,2315,3,2020-08-06,2020-08-06,"user_1","user_1"
2316,NA,2316,3,2018-08-17,2018-08-17,"user_1","user_1"
2317,NA,2317,6,2019-02-13,2019-02-13,"user_1","user_1"
2318,NA,2318,2,2019-08-12,2019-08-12,"user_1","user_1"
2319,NA,2319,3,2020-02-08,2020-02-08,"user_1","user_1"
2320,NA,2320,1,2020-08-06,2020-08-06,"user_1","user_1"
2321,NA,2321,1,2018-08-17,2018-08-17,"user_1","user_1"
2322,NA,2322,5,2019-02-13,2019-02-13,"user_1","user_1"
2323,NA,2323,1,2019-08-12,2019-08-12,"user_1","user_1"
2324,NA,2324,6,2020-02-08,2020-02-08,"user_1","user_1"
2325,NA,2325,5,2020-08-06,2020-08-06,"user_1","user_1"
2326,NA,2326,1,2018-08-17,2018-08-17,"user_1","user_1"
2327,NA,2327,6,2019-02-13,2019-02-13,"user_1","user_1"
2328,NA,2328,6,2019-08-12,2019-08-12,"user_1","user_1"
2329,NA,2329,5,2020-02-08,2020-02-08,"user_1","user_1"
2330,NA,2330,3,2020-08-06,2020-08-06,"user_1","user_1"
2331,NA,2331,3,2018-08-17,2018-08-17,"user_1","user_1"
2332,NA,2332,2,2019-02-13,2019-02-13,"user_1","user_1"
2333,NA,2333,1,2019-08-12,2019-08-12,"user_1","user_1"
2334,NA,2334,2,2020-02-08,2020-02-08,"user_1","user_1"
2335,NA,2335,4,2020-08-06,2020-08-06,"user_1","user_1"
2336,NA,2336,3,2018-08-17,2018-08-17,"user_1","user_1"
2337,NA,2337,1,2019-02-13,2019-02-13,"user_1","user_1"
2338,NA,2338,3,2019-08-12,2019-08-12,"user_1","user_1"
2339,NA,2339,3,2020-02-08,2020-02-08,"user_1","user_1"
2340,NA,2340,2,2020-08-06,2020-08-06,"user_1","user_1"
2341,NA,2341,3,2018-08-17,2018-08-17,"user_1","user_1"
2342,NA,2342,4,2019-02-13,2019-02-13,"user_1","user_1"
2343,NA,2343,6,2019-08-12,2019-08-12,"user_1","user_1"
2344,NA,2344,4,2020-02-08,2020-02-08,"user_1","user_1"
2345,NA,2345,3,2020-08-06,2020-08-06,"user_1","user_1"
2346,NA,2346,4,2018-08-17,2018-08-17,"user_1","user_1"
2347,NA,2347,5,2019-02-13,2019-02-13,"user_1","user_1"
2348,NA,2348,3,2019-08-12,2019-08-12,"user_1","user_1"
2349,NA,2349,3,2020-02-08,2020-02-08,"user_1","user_1"
2350,NA,2350,2,2020-08-06,2020-08-06,"user_1","user_1"
2351,NA,2351,5,2018-08-17,2018-08-17,"user_1","user_1"
2352,NA,2352,2,2019-02-13,2019-02-13,"user_1","user_1"
2353,NA,2353,6,2019-08-12,2019-08-12,"user_1","user_1"
2354,NA,2354,1,2020-02-08,2020-02-08,"user_1","user_1"
2355,NA,2355,4,2020-08-06,2020-08-06,"user_1","user_1"
2356,NA,2356,3,2018-08-17,2018-08-17,"user_1","user_1"
2357,NA,2357,6,2019-02-13,2019-02-13,"user_1","user_1"
2358,NA,2358,3,2019-08-12,2019-08-12,"user_1","user_1"
2359,NA,2359,2,2020-02-08,2020-02-08,"user_1","user_1"
2360,NA,2360,4,2020-08-06,2020-08-06,"user_1","user_1"
2361,NA,2361,5,2018-08-17,2018-08-17,"user_1","user_1"
2362,NA,2362,6,2019-02-13,2019-02-13,"user_1","user_1"
2363,NA,2363,3,2019-08-12,2019-08-12,"user_1","user_1"
2364,NA,2364,3,2020-02-08,2020-02-08,"user_1","user_1"
2365,NA,2365,1,2020-08-06,2020-08-06,"user_1","user_1"
2366,NA,2366,2,2018-08-17,2018-08-17,"user_1","user_1"
2367,NA,2367,1,2019-02-13,2019-02-13,"user_1","user_1"
2368,NA,2368,5,2019-08-12,2019-08-12,"user_1","user_1"
2369,NA,2369,6,2020-02-08,2020-02-08,"user_1","user_1"
2370,NA,2370,3,2020-08-06,2020-08-06,"user_1","user_1"
2371,NA,2371,3,2018-08-17,2018-08-17,"user_1","user_1"
2372,NA,2372,1,2019-02-13,2019-02-13,"user_1","user_1"
2373,NA,2373,3,2019-08-12,2019-08-12,"user_1","user_1"
2374,NA,2374,2,2020-02-08,2020-02-08,"user_1","user_1"
2375,NA,2375,6,2020-08-06,2020-08-06,"user_1","user_1"
2376,NA,2376,1,2018-08-17,2018-08-17,"user_1","user_1"
2377,NA,2377,3,2019-02-13,2019-02-13,"user_1","user_1"
2378,NA,2378,2,2019-08-12,2019-08-12,"user_1","user_1"
2379,NA,2379,1,2020-02-08,2020-02-08,"user_1","user_1"
2380,NA,2380,6,2020-08-06,2020-08-06,"user_1","user_1"
2381,NA,2381,5,2018-08-17,2018-08-17,"user_1","user_1"
2382,NA,2382,5,2019-02-13,2019-02-13,"user_1","user_1"
2383,NA,2383,2,2019-08-12,2019-08-12,"user_1","user_1"
2384,NA,2384,1,2020-02-08,2020-02-08,"user_1","user_1"
2385,NA,2385,4,2020-08-06,2020-08-06,"user_1","user_1"
2386,NA,2386,3,2018-08-17,2018-08-17,"user_1","user_1"
2387,NA,2387,4,2019-02-13,2019-02-13,"user_1","user_1"
2388,NA,2388,5,2019-08-12,2019-08-12,"user_1","user_1"
2389,NA,2389,2,2020-02-08,2020-02-08,"user_1","user_1"
2390,NA,2390,6,2020-08-06,2020-08-06,"user_1","user_1"
2391,NA,2391,6,2018-08-17,2018-08-17,"user_1","user_1"
2392,NA,2392,2,2019-02-13,2019-02-13,"user_1","user_1"
2393,NA,2393,1,2019-08-12,2019-08-12,"user_1","user_1"
2394,NA,2394,3,2020-02-08,2020-02-08,"user_1","user_1"
2395,NA,2395,4,2020-08-06,2020-08-06,"user_1","user_1"
2396,NA,2396,2,2018-08-17,2018-08-17,"user_1","user_1"
2397,NA,2397,4,2019-02-13,2019-02-13,"user_1","user_1"
2398,NA,2398,2,2019-08-12,2019-08-12,"user_1","user_1"
2399,NA,2399,1,2020-02-08,2020-02-08,"user_1","user_1"
2400,NA,2400,2,2020-08-06,2020-08-06,"user_1","user_1"
2401,NA,2401,6,2018-08-17,2018-08-17,"user_1","user_1"
2402,NA,2402,3,2019-02-13,2019-02-13,"user_1","user_1"
2403,NA,2403,3,2019-08-12,2019-08-12,"user_1","user_1"
2404,NA,2404,1,2020-02-08,2020-02-08,"user_1","user_1"
2405,NA,2405,6,2020-08-06,2020-08-06,"user_1","user_1"
2406,NA,2406,6,2018-08-17,2018-08-17,"user_1","user_1"
2407,NA,2407,5,2019-02-13,2019-02-13,"user_1","user_1"
2408,NA,2408,6,2019-08-12,2019-08-12,"user_1","user_1"
2409,NA,2409,1,2020-02-08,2020-02-08,"user_1","user_1"
2410,NA,2410,6,2020-08-06,2020-08-06,"user_1","user_1"
2411,NA,2411,2,2018-08-17,2018-08-17,"user_1","user_1"
2412,NA,2412,4,2019-02-13,2019-02-13,"user_1","user_1"
2413,NA,2413,3,2019-08-12,2019-08-12,"user_1","user_1"
2414,NA,2414,6,2020-02-08,2020-02-08,"user_1","user_1"
2415,NA,2415,6,2020-08-06,2020-08-06,"user_1","user_1"
2416,NA,2416,5,2018-08-17,2018-08-17,"user_1","user_1"
2417,NA,2417,6,2019-02-13,2019-02-13,"user_1","user_1"
2418,NA,2418,4,2019-08-12,2019-08-12,"user_1","user_1"
2419,NA,2419,1,2020-02-08,2020-02-08,"user_1","user_1"
2420,NA,2420,1,2020-08-06,2020-08-06,"user_1","user_1"
2421,NA,2421,4,2018-08-17,2018-08-17,"user_1","user_1"
2422,NA,2422,4,2019-02-13,2019-02-13,"user_1","user_1"
2423,NA,2423,4,2019-08-12,2019-08-12,"user_1","user_1"
2424,NA,2424,5,2020-02-08,2020-02-08,"user_1","user_1"
2425,NA,2425,3,2020-08-06,2020-08-06,"user_1","user_1"
2426,NA,2426,1,2018-08-17,2018-08-17,"user_1","user_1"
2427,NA,2427,4,2019-02-13,2019-02-13,"user_1","user_1"
2428,NA,2428,5,2019-08-12,2019-08-12,"user_1","user_1"
2429,NA,2429,5,2020-02-08,2020-02-08,"user_1","user_1"
2430,NA,2430,3,2020-08-06,2020-08-06,"user_1","user_1"
2431,NA,2431,4,2018-08-17,2018-08-17,"user_1","user_1"
2432,NA,2432,1,2019-02-13,2019-02-13,"user_1","user_1"
2433,NA,2433,6,2019-08-12,2019-08-12,"user_1","user_1"
2434,NA,2434,4,2020-02-08,2020-02-08,"user_1","user_1"
2435,NA,2435,1,2020-08-06,2020-08-06,"user_1","user_1"
2436,NA,2436,2,2018-08-17,2018-08-17,"user_1","user_1"
2437,NA,2437,1,2019-02-13,2019-02-13,"user_1","user_1"
2438,NA,2438,2,2019-08-12,2019-08-12,"user_1","user_1"
2439,NA,2439,1,2020-02-08,2020-02-08,"user_1","user_1"
2440,NA,2440,6,2020-08-06,2020-08-06,"user_1","user_1"
2441,NA,2441,4,2018-08-17,2018-08-17,"user_1","user_1"
2442,NA,2442,4,2019-02-13,2019-02-13,"user_1","user_1"
2443,NA,2443,2,2019-08-12,2019-08-12,"user_1","user_1"
2444,NA,2444,5,2020-02-08,2020-02-08,"user_1","user_1"
2445,NA,2445,6,2020-08-06,2020-08-06,"user_1","user_1"
2446,NA,2446,4,2018-08-17,2018-08-17,"user_1","user_1"
2447,NA,2447,2,2019-02-13,2019-02-13,"user_1","user_1"
2448,NA,2448,5,2019-08-12,2019-08-12,"user_1","user_1"
2449,NA,2449,3,2020-02-08,2020-02-08,"user_1","user_1"
2450,NA,2450,6,2020-08-06,2020-08-06,"user_1","user_1"
2451,NA,2451,4,2018-08-17,2018-08-17,"user_1","user_1"
2452,NA,2452,2,2019-02-13,2019-02-13,"user_1","user_1"
2453,NA,2453,1,2019-08-12,2019-08-12,"user_1","user_1"
2454,NA,2454,6,2020-02-08,2020-02-08,"user_1","user_1"
2455,NA,2455,5,2020-08-06,2020-08-06,"user_1","user_1"
2456,NA,2456,5,2018-08-17,2018-08-17,"user_1","user_1"
2457,NA,2457,6,2019-02-13,2019-02-13,"user_1","user_1"
2458,NA,2458,1,2019-08-12,2019-08-12,"user_1","user_1"
2459,NA,2459,1,2020-02-08,2020-02-08,"user_1","user_1"
2460,NA,2460,3,2020-08-06,2020-08-06,"user_1","user_1"
2461,NA,2461,1,2018-08-17,2018-08-17,"user_1","user_1"
2462,NA,2462,1,2019-02-13,2019-02-13,"user_1","user_1"
2463,NA,2463,1,2019-08-12,2019-08-12,"user_1","user_1"
2464,NA,2464,2,2020-02-08,2020-02-08,"user_1","user_1"
2465,NA,2465,5,2020-08-06,2020-08-06,"user_1","user_1"
2466,NA,2466,2,2018-08-17,2018-08-17,"user_1","user_1"
2467,NA,2467,2,2019-02-13,2019-02-13,"user_1","user_1"
2468,NA,2468,6,2019-08-12,2019-08-12,"user_1","user_1"
2469,NA,2469,3,2020-02-08,2020-02-08,"user_1","user_1"
2470,NA,2470,2,2020-08-06,2020-08-06,"user_1","user_1"
2471,NA,2471,2,2018-08-17,2018-08-17,"user_1","user_1"
2472,NA,2472,5,2019-02-13,2019-02-13,"user_1","user_1"
2473,NA,2473,5,2019-08-12,2019-08-12,"user_1","user_1"
2474,NA,2474,2,2020-02-08,2020-02-08,"user_1","user_1"
2475,NA,2475,6,2020-08-06,2020-08-06,"user_1","user_1"
2476,NA,2476,5,2018-08-17,2018-08-17,"user_1","user_1"
2477,NA,2477,2,2019-02-13,2019-02-13,"user_1","user_1"
2478,NA,2478,4,2019-08-12,2019-08-12,"user_1","user_1"
2479,NA,2479,3,2020-02-08,2020-02-08,"user_1","user_1"
2480,NA,2480,2,2020-08-06,2020-08-06,"user_1","user_1"
2481,NA,2481,4,2018-08-17,2018-08-17,"user_1","user_1"
2482,NA,2482,5,2019-02-13,2019-02-13,"user_1","user_1"
2483,NA,2483,3,2019-08-12,2019-08-12,"user_1","user_1"
2484,NA,2484,2,2020-02-08,2020-02-08,"user_1","user_1"
2485,NA,2485,2,2020-08-06,2020-08-06,"user_1","user_1"
2486,NA,2486,6,2018-08-17,2018-08-17,"user_1","user_1"
2487,NA,2487,6,2019-02-13,2019-02-13,"user_1","user_1"
2488,NA,2488,6,2019-08-12,2019-08-12,"user_1","user_1"
2489,NA,2489,5,2020-02-08,2020-02-08,"user_1","user_1"
2490,NA,2490,1,2020-08-06,2020-08-06,"user_1","user_1"
2491,NA,2491,6,2018-08-17,2018-08-17,"user_1","user_1"
2492,NA,2492,6,2019-02-13,2019-02-13,"user_1","user_1"
2493,NA,2493,2,2019-08-12,2019-08-12,"user_1","user_1"
2494,NA,2494,1,2020-02-08,2020-02-08,"user_1","user_1"
2495,NA,2495,1,2020-08-06,2020-08-06,"user_1","user_1"
2496,NA,2496,3,2018-08-17,2018-08-17,"user_1","user_1"
2497,NA,2497,6,2019-02-13,2019-02-13,"user_1","user_1"
2498,NA,2498,3,2019-08-12,2019-08-12,"user_1","user_1"
2499,NA,2499,3,2020-02-08,2020-02-08,"user_1","user_1"
2500,NA,2500,4,2020-08-06,2020-08-06,"user_1","user_1"
2501,NA,2501,5,2018-08-17,2018-08-17,"user_1","user_1"
2502,NA,2502,1,2019-02-13,2019-02-13,"user_1","user_1"
2503,NA,2503,6,2019-08-12,2019-08-12,"user_1","user_1"
2504,NA,2504,6,2020-02-08,2020-02-08,"user_1","user_1"
2505,NA,2505,1,2020-08-06,2020-08-06,"user_1","user_1"
2506,NA,2506,6,2018-08-17,2018-08-17,"user_1","user_1"
2507,NA,2507,3,2019-02-13,2019-02-13,"user_1","user_1"
2508,NA,2508,2,2019-08-12,2019-08-12,"user_1","user_1"
2509,NA,2509,6,2020-02-08,2020-02-08,"user_1","user_1"
2510,NA,2510,4,2020-08-06,2020-08-06,"user_1","user_1"
2511,NA,2511,2,2018-08-17,2018-08-17,"user_1","user_1"
2512,NA,2512,5,2019-02-13,2019-02-13,"user_1","user_1"
2513,NA,2513,4,2019-08-12,2019-08-12,"user_1","user_1"
2514,NA,2514,4,2020-02-08,2020-02-08,"user_1","user_1"
2515,NA,2515,3,2020-08-06,2020-08-06,"user_1","user_1"
2516,NA,2516,1,2018-08-17,2018-08-17,"user_1","user_1"
2517,NA,2517,2,2019-02-13,2019-02-13,"user_1","user_1"
2518,NA,2518,3,2019-08-12,2019-08-12,"user_1","user_1"
2519,NA,2519,2,2020-02-08,2020-02-08,"user_1","user_1"
2520,NA,2520,4,2020-08-06,2020-08-06,"user_1","user_1"
2521,NA,2521,2,2018-08-17,2018-08-17,"user_1","user_1"
2522,NA,2522,6,2019-02-13,2019-02-13,"user_1","user_1"
2523,NA,2523,5,2019-08-12,2019-08-12,"user_1","user_1"
2524,NA,2524,3,2020-02-08,2020-02-08,"user_1","user_1"
2525,NA,2525,5,2020-08-06,2020-08-06,"user_1","user_1"
2526,NA,2526,5,2018-08-17,2018-08-17,"user_1","user_1"
2527,NA,2527,3,2019-02-13,2019-02-13,"user_1","user_1"
2528,NA,2528,4,2019-08-12,2019-08-12,"user_1","user_1"
2529,NA,2529,1,2020-02-08,2020-02-08,"user_1","user_1"
2530,NA,2530,1,2020-08-06,2020-08-06,"user_1","user_1"
2531,NA,2531,5,2018-08-17,2018-08-17,"user_1","user_1"
2532,NA,2532,2,2019-02-13,2019-02-13,"user_1","user_1"
2533,NA,2533,3,2019-08-12,2019-08-12,"user_1","user_1"
2534,NA,2534,6,2020-02-08,2020-02-08,"user_1","user_1"
2535,NA,2535,1,2020-08-06,2020-08-06,"user_1","user_1"
2536,NA,2536,3,2018-08-17,2018-08-17,"user_1","user_1"
2537,NA,2537,3,2019-02-13,2019-02-13,"user_1","user_1"
2538,NA,2538,4,2019-08-12,2019-08-12,"user_1","user_1"
2539,NA,2539,5,2020-02-08,2020-02-08,"user_1","user_1"
2540,NA,2540,6,2020-08-06,2020-08-06,"user_1","user_1"
2541,NA,2541,3,2018-08-17,2018-08-17,"user_1","user_1"
2542,NA,2542,6,2019-02-13,2019-02-13,"user_1","user_1"
2543,NA,2543,6,2019-08-12,2019-08-12,"user_1","user_1"
2544,NA,2544,1,2020-02-08,2020-02-08,"user_1","user_1"
2545,NA,2545,1,2020-08-06,2020-08-06,"user_1","user_1"
2546,NA,2546,4,2018-08-17,2018-08-17,"user_1","user_1"
2547,NA,2547,6,2019-02-13,2019-02-13,"user_1","user_1"
2548,NA,2548,3,2019-08-12,2019-08-12,"user_1","user_1"
2549,NA,2549,6,2020-02-08,2020-02-08,"user_1","user_1"
2550,NA,2550,6,2020-08-06,2020-08-06,"user_1","user_1"
2551,NA,2551,2,2018-08-17,2018-08-17,"user_1","user_1"
2552,NA,2552,5,2019-02-13,2019-02-13,"user_1","user_1"
2553,NA,2553,2,2019-08-12,2019-08-12,"user_1","user_1"
2554,NA,2554,1,2020-02-08,2020-02-08,"user_1","user_1"
2555,NA,2555,4,2020-08-06,2020-08-06,"user_1","user_1"
2556,NA,2556,2,2018-08-17,2018-08-17,"user_1","user_1"
2557,NA,2557,3,2019-02-13,2019-02-13,"user_1","user_1"
2558,NA,2558,6,2019-08-12,2019-08-12,"user_1","user_1"
2559,NA,2559,2,2020-02-08,2020-02-08,"user_1","user_1"
2560,NA,2560,2,2020-08-06,2020-08-06,"user_1","user_1"
2561,NA,2561,1,2018-08-17,2018-08-17,"user_1","user_1"
2562,NA,2562,1,2019-02-13,2019-02-13,"user_1","user_1"
2563,NA,2563,1,2019-08-12,2019-08-12,"user_1","user_1"
2564,NA,2564,4,2020-02-08,2020-02-08,"user_1","user_1"
2565,NA,2565,2,2020-08-06,2020-08-06,"user_1","user_1"
2566,NA,2566,6,2018-08-17,2018-08-17,"user_1","user_1"
2567,NA,2567,6,2019-02-13,2019-02-13,"user_1","user_1"
2568,NA,2568,6,2019-08-12,2019-08-12,"user_1","user_1"
2569,NA,2569,1,2020-02-08,2020-02-08,"user_1","user_1"
2570,NA,2570,2,2020-08-06,2020-08-06,"user_1","user_1"
2571,NA,2571,2,2018-08-17,2018-08-17,"user_1","user_1"
2572,NA,2572,5,2019-02-13,2019-02-13,"user_1","user_1"
2573,NA,2573,4,2019-08-12,2019-08-12,"user_1","user_1"
2574,NA,2574,3,2020-02-08,2020-02-08,"user_1","user_1"
2575,NA,2575,3,2020-08-06,2020-08-06,"user_1","user_1"
2576,NA,2576,6,2018-08-17,2018-08-17,"user_1","user_1"
2577,NA,2577,4,2019-02-13,2019-02-13,"user_1","user_1"
2578,NA,2578,4,2019-08-12,2019-08-12,"user_1","user_1"
2579,NA,2579,6,2020-02-08,2020-02-08,"user_1","user_1"
2580,NA,2580,4,2020-08-06,2020-08-06,"user_1","user_1"
2581,NA,2581,6,2018-08-17,2018-08-17,"user_1","user_1"
2582,NA,2582,4,2019-02-13,2019-02-13,"user_1","user_1"
2583,NA,2583,6,2019-08-12,2019-08-12,"user_1","user_1"
2584,NA,2584,1,2020-02-08,2020-02-08,"user_1","user_1"
2585,NA,2585,6,2020-08-06,2020-08-06,"user_1","user_1"
2586,NA,2586,1,2018-08-17,2018-08-17,"user_1","user_1"
2587,NA,2587,3,2019-02-13,2019-02-13,"user_1","user_1"
2588,NA,2588,4,2019-08-12,2019-08-12,"user_1","user_1"
2589,NA,2589,6,2020-02-08,2020-02-08,"user_1","user_1"
2590,NA,2590,4,2020-08-06,2020-08-06,"user_1","user_1"
2591,NA,2591,6,2018-08-17,2018-08-17,"user_1","user_1"
2592,NA,2592,4,2019-02-13,2019-02-13,"user_1","user_1"
2593,NA,2593,1,2019-08-12,2019-08-12,"user_1","user_1"
2594,NA,2594,2,2020-02-08,2020-02-08,"user_1","user_1"
2595,NA,2595,2,2020-08-06,2020-08-06,"user_1","user_1"
2596,NA,2596,5,2018-08-17,2018-08-17,"user_1","user_1"
2597,NA,2597,2,2019-02-13,2019-02-13,"user_1","user_1"
2598,NA,2598,5,2019-08-12,2019-08-12,"user_1","user_1"
2599,NA,2599,4,2020-02-08,2020-02-08,"user_1","user_1"
2600,NA,2600,1,2020-08-06,2020-08-06,"user_1","user_1"
2601,NA,2601,2,2018-08-17,2018-08-17,"user_1","user_1"
2602,NA,2602,3,2019-02-13,2019-02-13,"user_1","user_1"
2603,NA,2603,3,2019-08-12,2019-08-12,"user_1","user_1"
2604,NA,2604,6,2020-02-08,2020-02-08,"user_1","user_1"
2605,NA,2605,1,2020-08-06,2020-08-06,"user_1","user_1"
2606,NA,2606,3,2018-08-17,2018-08-17,"user_1","user_1"
2607,NA,2607,2,2019-02-13,2019-02-13,"user_1","user_1"
2608,NA,2608,5,2019-08-12,2019-08-12,"user_1","user_1"
2609,NA,2609,1,2020-02-08,2020-02-08,"user_1","user_1"
2610,NA,2610,2,2020-08-06,2020-08-06,"user_1","user_1"
2611,NA,2611,4,2018-08-17,2018-08-17,"user_1","user_1"
2612,NA,2612,1,2019-02-13,2019-02-13,"user_1","user_1"
2613,NA,2613,2,2019-08-12,2019-08-12,"user_1","user_1"
2614,NA,2614,3,2020-02-08,2020-02-08,"user_1","user_1"
2615,NA,2615,6,2020-08-06,2020-08-06,"user_1","user_1"
2616,NA,2616,6,2018-08-17,2018-08-17,"user_1","user_1"
2617,NA,2617,2,2019-02-13,2019-02-13,"user_1","user_1"
2618,NA,2618,2,2019-08-12,2019-08-12,"user_1","user_1"
2619,NA,2619,4,2020-02-08,2020-02-08,"user_1","user_1"
2620,NA,2620,2,2020-08-06,2020-08-06,"user_1","user_1"
2621,NA,2621,5,2018-08-17,2018-08-17,"user_1","user_1"
2622,NA,2622,1,2019-02-13,2019-02-13,"user_1","user_1"
2623,NA,2623,3,2019-08-12,2019-08-12,"user_1","user_1"
2624,NA,2624,2,2020-02-08,2020-02-08,"user_1","user_1"
2625,NA,2625,3,2020-08-06,2020-08-06,"user_1","user_1"
2626,NA,2626,2,2018-08-17,2018-08-17,"user_1","user_1"
2627,NA,2627,3,2019-02-13,2019-02-13,"user_1","user_1"
2628,NA,2628,5,2019-08-12,2019-08-12,"user_1","user_1"
2629,NA,2629,6,2020-02-08,2020-02-08,"user_1","user_1"
2630,NA,2630,2,2020-08-06,2020-08-06,"user_1","user_1"
2631,NA,2631,5,2018-08-17,2018-08-17,"user_1","user_1"
2632,NA,2632,4,2019-02-13,2019-02-13,"user_1","user_1"
2633,NA,2633,5,2019-08-12,2019-08-12,"user_1","user_1"
2634,NA,2634,6,2020-02-08,2020-02-08,"user_1","user_1"
2635,NA,2635,1,2020-08-06,2020-08-06,"user_1","user_1"
2636,NA,2636,4,2018-08-17,2018-08-17,"user_1","user_1"
2637,NA,2637,6,2019-02-13,2019-02-13,"user_1","user_1"
2638,NA,2638,4,2019-08-12,2019-08-12,"user_1","user_1"
2639,NA,2639,3,2020-02-08,2020-02-08,"user_1","user_1"
2640,NA,2640,3,2020-08-06,2020-08-06,"user_1","user_1"
2641,NA,2641,5,2018-08-17,2018-08-17,"user_1","user_1"
2642,NA,2642,1,2019-02-13,2019-02-13,"user_1","user_1"
2643,NA,2643,3,2019-08-12,2019-08-12,"user_1","user_1"
2644,NA,2644,3,2020-02-08,2020-02-08,"user_1","user_1"
2645,NA,2645,4,2020-08-06,2020-08-06,"user_1","user_1"
2646,NA,2646,5,2018-08-17,2018-08-17,"user_1","user_1"
2647,NA,2647,6,2019-02-13,2019-02-13,"user_1","user_1"
2648,NA,2648,2,2019-08-12,2019-08-12,"user_1","user_1"
2649,NA,2649,4,2020-02-08,2020-02-08,"user_1","user_1"
2650,NA,2650,2,2020-08-06,2020-08-06,"user_1","user_1"
2651,NA,2651,1,2018-08-17,2018-08-17,"user_1","user_1"
2652,NA,2652,4,2019-02-13,2019-02-13,"user_1","user_1"
2653,NA,2653,2,2019-08-12,2019-08-12,"user_1","user_1"
2654,NA,2654,1,2020-02-08,2020-02-08,"user_1","user_1"
2655,NA,2655,3,2020-08-06,2020-08-06,"user_1","user_1"
2656,NA,2656,3,2018-08-17,2018-08-17,"user_1","user_1"
2657,NA,2657,5,2019-02-13,2019-02-13,"user_1","user_1"
2658,NA,2658,6,2019-08-12,2019-08-12,"user_1","user_1"
2659,NA,2659,4,2020-02-08,2020-02-08,"user_1","user_1"
2660,NA,2660,1,2020-08-06,2020-08-06,"user_1","user_1"
2661,NA,2661,2,2018-08-17,2018-08-17,"user_1","user_1"
2662,NA,2662,3,2019-02-13,2019-02-13,"user_1","user_1"
2663,NA,2663,6,2019-08-12,2019-08-12,"user_1","user_1"
2664,NA,2664,2,2020-02-08,2020-02-08,"user_1","user_1"
2665,NA,2665,6,2020-08-06,2020-08-06,"user_1","user_1"
2666,NA,2666,3,2018-08-17,2018-08-17,"user_1","user_1"
