"id","admin_1","admin_2","admin_3","household_code","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
2853,"A","C","I","A-C-A-2853",3,2019-08-12,2019-08-12,"user_1","user_1"
2854,"A","D","J","A-D-A-2854",3,2019-08-12,2019-08-12,"user_1","user_1"
2855,"A","E","K","A-E-A-2855",4,2020-02-08,2020-02-08,"user_1","user_1"
2856,"A","F","L","A-F-A-2856",5,2020-08-06,2020-08-06,"user_1","user_1"
2857,"A","A","A","A-A-A-2857",6,2021-02-02,2021-02-02,"user_1","user_1"
2858,"A","B","B","A-B-A-2858",5,2020-08-06,2020-08-06,"user_1","user_1"
2859,"A","C","C","A-C-A-2859",3,2019-08-12,2019-08-12,"user_1","user_1"
2860,"A","D","D","A-D-A-2860",3,2019-08-12,2019-08-12,"user_1","user_1"
2861,"A","E","E","A-E-A-2861",4,2020-02-08,2020-02-08,"user_1","user_1"
2862,"A","F","F","A-F-A-2862",5,2020-08-06,2020-08-06,"user_1","user_1"
2863,"A","A","G","A-A-A-2863",6,2021-02-02,2021-02-02,"user_1","user_1"
2864,"A","B","H","A-B-A-2864",5,2020-08-06,2020-08-06,"user_1","user_1"
2865,"A","C","I","A-C-A-2865",3,2019-08-12,2019-08-12,"user_1","user_1"
2866,"A","D","J","A-D-A-2866",3,2019-08-12,2019-08-12,"user_1","user_1"
2867,"A","E","K","A-E-A-2867",4,2020-02-08,2020-02-08,"user_1","user_1"
2868,"A","F","L","A-F-A-2868",5,2020-08-06,2020-08-06,"user_1","user_1"
2869,"A","A","A","A-A-A-2869",6,2021-02-02,2021-02-02,"user_1","user_1"
2870,"A","B","B","A-B-A-2870",5,2020-08-06,2020-08-06,"user_1","user_1"
2871,"A","C","C","A-C-A-2871",3,2019-08-12,2019-08-12,"user_1","user_1"
2872,"A","D","D","A-D-A-2872",3,2019-08-12,2019-08-12,"user_1","user_1"
2873,"A","E","E","A-E-A-2873",4,2020-02-08,2020-02-08,"user_1","user_1"
2874,"A","F","F","A-F-A-2874",5,2020-08-06,2020-08-06,"user_1","user_1"
2875,"A","A","G","A-A-A-2875",6,2021-02-02,2021-02-02,"user_1","user_1"
2876,"A","B","H","A-B-A-2876",5,2020-08-06,2020-08-06,"user_1","user_1"
2877,"A","C","I","A-C-A-2877",3,2019-08-12,2019-08-12,"user_1","user_1"
2878,"A","D","J","A-D-A-2878",3,2019-08-12,2019-08-12,"user_1","user_1"
2879,"A","E","K","A-E-A-2879",4,2020-02-08,2020-02-08,"user_1","user_1"
2880,"A","F","L","A-F-A-2880",5,2020-08-06,2020-08-06,"user_1","user_1"
2881,"A","A","A","A-A-A-2881",6,2021-02-02,2021-02-02,"user_1","user_1"
2882,"A","B","B","A-B-A-2882",5,2020-08-06,2020-08-06,"user_1","user_1"
2883,"A","C","C","A-C-A-2883",3,2019-08-12,2019-08-12,"user_1","user_1"
2884,"A","D","D","A-D-A-2884",3,2019-08-12,2019-08-12,"user_1","user_1"
2885,"A","E","E","A-E-A-2885",4,2020-02-08,2020-02-08,"user_1","user_1"
2886,"A","F","F","A-F-A-2886",5,2020-08-06,2020-08-06,"user_1","user_1"
2887,"A","A","G","A-A-A-2887",6,2021-02-02,2021-02-02,"user_1","user_1"
2888,"A","B","H","A-B-A-2888",5,2020-08-06,2020-08-06,"user_1","user_1"
2889,"A","C","I","A-C-A-2889",3,2019-08-12,2019-08-12,"user_1","user_1"
2890,"A","D","J","A-D-A-2890",3,2019-08-12,2019-08-12,"user_1","user_1"
2891,"A","E","K","A-E-A-2891",4,2020-02-08,2020-02-08,"user_1","user_1"
2892,"A","F","L","A-F-A-2892",5,2020-08-06,2020-08-06,"user_1","user_1"
2893,"A","A","A","A-A-A-2893",6,2021-02-02,2021-02-02,"user_1","user_1"
2894,"A","B","B","A-B-A-2894",5,2020-08-06,2020-08-06,"user_1","user_1"
2895,"A","C","C","A-C-A-2895",3,2019-08-12,2019-08-12,"user_1","user_1"
2896,"A","D","D","A-D-A-2896",3,2019-08-12,2019-08-12,"user_1","user_1"
2897,"A","E","E","A-E-A-2897",4,2020-02-08,2020-02-08,"user_1","user_1"
2898,"A","F","F","A-F-A-2898",5,2020-08-06,2020-08-06,"user_1","user_1"
2899,"A","A","G","A-A-A-2899",6,2021-02-02,2021-02-02,"user_1","user_1"
2900,"A","B","H","A-B-A-2900",5,2020-08-06,2020-08-06,"user_1","user_1"
2901,"A","C","I","A-C-A-2901",3,2019-08-12,2019-08-12,"user_1","user_1"
2902,"A","D","J","A-D-A-2902",3,2019-08-12,2019-08-12,"user_1","user_1"
2903,"A","E","K","A-E-A-2903",4,2020-02-08,2020-02-08,"user_1","user_1"
2904,"A","F","L","A-F-A-2904",5,2020-08-06,2020-08-06,"user_1","user_1"
2905,"A","A","A","A-A-A-2905",6,2021-02-02,2021-02-02,"user_1","user_1"
2906,"A","B","B","A-B-A-2906",5,2020-08-06,2020-08-06,"user_1","user_1"
2907,"A","C","C","A-C-A-2907",3,2019-08-12,2019-08-12,"user_1","user_1"
2908,"A","D","D","A-D-A-2908",3,2019-08-12,2019-08-12,"user_1","user_1"
2909,"A","E","E","A-E-A-2909",4,2020-02-08,2020-02-08,"user_1","user_1"
2910,"A","F","F","A-F-A-2910",5,2020-08-06,2020-08-06,"user_1","user_1"
2911,"A","A","G","A-A-A-2911",6,2021-02-02,2021-02-02,"user_1","user_1"
2912,"A","B","H","A-B-A-2912",5,2020-08-06,2020-08-06,"user_1","user_1"
2913,"A","C","I","A-C-A-2913",3,2019-08-12,2019-08-12,"user_1","user_1"
2914,"A","D","J","A-D-A-2914",3,2019-08-12,2019-08-12,"user_1","user_1"
2915,"A","E","K","A-E-A-2915",4,2020-02-08,2020-02-08,"user_1","user_1"
2916,"A","F","L","A-F-A-2916",5,2020-08-06,2020-08-06,"user_1","user_1"
2917,"A","A","A","A-A-A-2917",6,2021-02-02,2021-02-02,"user_1","user_1"
2918,"A","B","B","A-B-A-2918",5,2020-08-06,2020-08-06,"user_1","user_1"
2919,"A","C","C","A-C-A-2919",3,2019-08-12,2019-08-12,"user_1","user_1"
2920,"A","D","D","A-D-A-2920",3,2019-08-12,2019-08-12,"user_1","user_1"
2921,"A","E","E","A-E-A-2921",4,2020-02-08,2020-02-08,"user_1","user_1"
2922,"A","F","F","A-F-A-2922",5,2020-08-06,2020-08-06,"user_1","user_1"
2923,"A","A","G","A-A-A-2923",6,2021-02-02,2021-02-02,"user_1","user_1"
2924,"A","B","H","A-B-A-2924",5,2020-08-06,2020-08-06,"user_1","user_1"
2925,"A","C","I","A-C-A-2925",3,2019-08-12,2019-08-12,"user_1","user_1"
2926,"A","D","J","A-D-A-2926",3,2019-08-12,2019-08-12,"user_1","user_1"
2927,"A","E","K","A-E-A-2927",4,2020-02-08,2020-02-08,"user_1","user_1"
2928,"A","F","L","A-F-A-2928",5,2020-08-06,2020-08-06,"user_1","user_1"
2929,"A","A","A","A-A-A-2929",6,2021-02-02,2021-02-02,"user_1","user_1"
2930,"A","B","B","A-B-A-2930",5,2020-08-06,2020-08-06,"user_1","user_1"
2931,"A","C","C","A-C-A-2931",3,2019-08-12,2019-08-12,"user_1","user_1"
2932,"A","D","D","A-D-A-2932",3,2019-08-12,2019-08-12,"user_1","user_1"
2933,"A","E","E","A-E-A-2933",4,2020-02-08,2020-02-08,"user_1","user_1"
2934,"A","F","F","A-F-A-2934",5,2020-08-06,2020-08-06,"user_1","user_1"
2935,"A","A","G","A-A-A-2935",6,2021-02-02,2021-02-02,"user_1","user_1"
2936,"A","B","H","A-B-A-2936",5,2020-08-06,2020-08-06,"user_1","user_1"
2937,"A","C","I","A-C-A-2937",3,2019-08-12,2019-08-12,"user_1","user_1"
2938,"A","D","J","A-D-A-2938",3,2019-08-12,2019-08-12,"user_1","user_1"
2939,"A","E","K","A-E-A-2939",4,2020-02-08,2020-02-08,"user_1","user_1"
2940,"A","F","L","A-F-A-2940",5,2020-08-06,2020-08-06,"user_1","user_1"
2941,"A","A","A","A-A-A-2941",6,2021-02-02,2021-02-02,"user_1","user_1"
2942,"A","B","B","A-B-A-2942",5,2020-08-06,2020-08-06,"user_1","user_1"
2943,"A","C","C","A-C-A-2943",3,2019-08-12,2019-08-12,"user_1","user_1"
2944,"A","D","D","A-D-A-2944",3,2019-08-12,2019-08-12,"user_1","user_1"
2945,"A","E","E","A-E-A-2945",4,2020-02-08,2020-02-08,"user_1","user_1"
2946,"A","F","F","A-F-A-2946",5,2020-08-06,2020-08-06,"user_1","user_1"
2947,"A","A","G","A-A-A-2947",6,2021-02-02,2021-02-02,"user_1","user_1"
2948,"A","B","H","A-B-A-2948",5,2020-08-06,2020-08-06,"user_1","user_1"
2949,"A","C","I","A-C-A-2949",3,2019-08-12,2019-08-12,"user_1","user_1"
2950,"A","D","J","A-D-A-2950",3,2019-08-12,2019-08-12,"user_1","user_1"
2951,"A","E","K","A-E-A-2951",4,2020-02-08,2020-02-08,"user_1","user_1"
2952,"A","F","L","A-F-A-2952",5,2020-08-06,2020-08-06,"user_1","user_1"
2953,"A","A","A","A-A-A-2953",6,2021-02-02,2021-02-02,"user_1","user_1"
2954,"A","B","B","A-B-A-2954",5,2020-08-06,2020-08-06,"user_1","user_1"
2955,"A","C","C","A-C-A-2955",3,2019-08-12,2019-08-12,"user_1","user_1"
2956,"A","D","D","A-D-A-2956",3,2019-08-12,2019-08-12,"user_1","user_1"
2957,"A","E","E","A-E-A-2957",4,2020-02-08,2020-02-08,"user_1","user_1"
2958,"A","F","F","A-F-A-2958",5,2020-08-06,2020-08-06,"user_1","user_1"
2959,"A","A","G","A-A-A-2959",6,2021-02-02,2021-02-02,"user_1","user_1"
2960,"A","B","H","A-B-A-2960",5,2020-08-06,2020-08-06,"user_1","user_1"
2961,"A","C","I","A-C-A-2961",3,2019-08-12,2019-08-12,"user_1","user_1"
2962,"A","D","J","A-D-A-2962",3,2019-08-12,2019-08-12,"user_1","user_1"
2963,"A","E","K","A-E-A-2963",4,2020-02-08,2020-02-08,"user_1","user_1"
2964,"A","F","L","A-F-A-2964",5,2020-08-06,2020-08-06,"user_1","user_1"
2965,"A","A","A","A-A-A-2965",6,2021-02-02,2021-02-02,"user_1","user_1"
2966,"A","B","B","A-B-A-2966",5,2020-08-06,2020-08-06,"user_1","user_1"
2967,"A","C","C","A-C-A-2967",3,2019-08-12,2019-08-12,"user_1","user_1"
2968,"A","D","D","A-D-A-2968",3,2019-08-12,2019-08-12,"user_1","user_1"
2969,"A","E","E","A-E-A-2969",4,2020-02-08,2020-02-08,"user_1","user_1"
2970,"A","F","F","A-F-A-2970",5,2020-08-06,2020-08-06,"user_1","user_1"
2971,"A","A","G","A-A-A-2971",6,2021-02-02,2021-02-02,"user_1","user_1"
2972,"A","B","H","A-B-A-2972",5,2020-08-06,2020-08-06,"user_1","user_1"
2973,"A","C","I","A-C-A-2973",3,2019-08-12,2019-08-12,"user_1","user_1"
2974,"A","D","J","A-D-A-2974",3,2019-08-12,2019-08-12,"user_1","user_1"
2975,"A","E","K","A-E-A-2975",4,2020-02-08,2020-02-08,"user_1","user_1"
2976,"A","F","L","A-F-A-2976",5,2020-08-06,2020-08-06,"user_1","user_1"
2977,"A","A","A","A-A-A-2977",6,2021-02-02,2021-02-02,"user_1","user_1"
2978,"A","B","B","A-B-A-2978",5,2020-08-06,2020-08-06,"user_1","user_1"
2979,"A","C","C","A-C-A-2979",3,2019-08-12,2019-08-12,"user_1","user_1"
2980,"A","D","D","A-D-A-2980",3,2019-08-12,2019-08-12,"user_1","user_1"
2981,"A","E","E","A-E-A-2981",4,2020-02-08,2020-02-08,"user_1","user_1"
2982,"A","F","F","A-F-A-2982",5,2020-08-06,2020-08-06,"user_1","user_1"
2983,"A","A","G","A-A-A-2983",6,2021-02-02,2021-02-02,"user_1","user_1"
2984,"A","B","H","A-B-A-2984",5,2020-08-06,2020-08-06,"user_1","user_1"
2985,"A","C","I","A-C-A-2985",3,2019-08-12,2019-08-12,"user_1","user_1"
2986,"A","D","J","A-D-A-2986",3,2019-08-12,2019-08-12,"user_1","user_1"
2987,"A","E","K","A-E-A-2987",4,2020-02-08,2020-02-08,"user_1","user_1"
2988,"A","F","L","A-F-A-2988",5,2020-08-06,2020-08-06,"user_1","user_1"
2989,"A","A","A","A-A-A-2989",6,2021-02-02,2021-02-02,"user_1","user_1"
2990,"A","B","B","A-B-A-2990",5,2020-08-06,2020-08-06,"user_1","user_1"
2991,"A","C","C","A-C-A-2991",3,2019-08-12,2019-08-12,"user_1","user_1"
2992,"A","D","D","A-D-A-2992",3,2019-08-12,2019-08-12,"user_1","user_1"
2993,"A","E","E","A-E-A-2993",4,2020-02-08,2020-02-08,"user_1","user_1"
2994,"A","F","F","A-F-A-2994",5,2020-08-06,2020-08-06,"user_1","user_1"
2995,"A","A","G","A-A-A-2995",6,2021-02-02,2021-02-02,"user_1","user_1"
2996,"A","B","H","A-B-A-2996",5,2020-08-06,2020-08-06,"user_1","user_1"
2997,"A","C","I","A-C-A-2997",3,2019-08-12,2019-08-12,"user_1","user_1"
2998,"A","D","J","A-D-A-2998",3,2019-08-12,2019-08-12,"user_1","user_1"
2999,"A","E","K","A-E-A-2999",4,2020-02-08,2020-02-08,"user_1","user_1"
3000,"A","F","L","A-F-A-3000",5,2020-08-06,2020-08-06,"user_1","user_1"
3001,"A","A","A","A-A-A-3001",6,2021-02-02,2021-02-02,"user_1","user_1"
3002,"A","B","B","A-B-A-3002",5,2020-08-06,2020-08-06,"user_1","user_1"
3003,"A","C","C","A-C-A-3003",3,2019-08-12,2019-08-12,"user_1","user_1"
3004,"A","D","D","A-D-A-3004",3,2019-08-12,2019-08-12,"user_1","user_1"
3005,"A","E","E","A-E-A-3005",4,2020-02-08,2020-02-08,"user_1","user_1"
3006,"A","F","F","A-F-A-3006",5,2020-08-06,2020-08-06,"user_1","user_1"
3007,"A","A","G","A-A-A-3007",6,2021-02-02,2021-02-02,"user_1","user_1"
3008,"A","B","H","A-B-A-3008",5,2020-08-06,2020-08-06,"user_1","user_1"
3009,"A","C","I","A-C-A-3009",3,2019-08-12,2019-08-12,"user_1","user_1"
3010,"A","D","J","A-D-A-3010",3,2019-08-12,2019-08-12,"user_1","user_1"
3011,"A","E","K","A-E-A-3011",4,2020-02-08,2020-02-08,"user_1","user_1"
3012,"A","F","L","A-F-A-3012",5,2020-08-06,2020-08-06,"user_1","user_1"
3013,"A","A","A","A-A-A-3013",6,2021-02-02,2021-02-02,"user_1","user_1"
3014,"A","B","B","A-B-A-3014",5,2020-08-06,2020-08-06,"user_1","user_1"
3015,"A","C","C","A-C-A-3015",3,2019-08-12,2019-08-12,"user_1","user_1"
3016,"A","D","D","A-D-A-3016",3,2019-08-12,2019-08-12,"user_1","user_1"
3017,"A","E","E","A-E-A-3017",4,2020-02-08,2020-02-08,"user_1","user_1"
3018,"A","F","F","A-F-A-3018",5,2020-08-06,2020-08-06,"user_1","user_1"
3019,"A","A","G","A-A-A-3019",6,2021-02-02,2021-02-02,"user_1","user_1"
3020,"A","B","H","A-B-A-3020",5,2020-08-06,2020-08-06,"user_1","user_1"
3021,"A","C","I","A-C-A-3021",3,2019-08-12,2019-08-12,"user_1","user_1"
3022,"A","D","J","A-D-A-3022",3,2019-08-12,2019-08-12,"user_1","user_1"
3023,"A","E","K","A-E-A-3023",4,2020-02-08,2020-02-08,"user_1","user_1"
3024,"A","F","L","A-F-A-3024",5,2020-08-06,2020-08-06,"user_1","user_1"
3025,"A","A","A","A-A-A-3025",6,2021-02-02,2021-02-02,"user_1","user_1"
3026,"A","B","B","A-B-A-3026",5,2020-08-06,2020-08-06,"user_1","user_1"
3027,"A","C","C","A-C-A-3027",3,2019-08-12,2019-08-12,"user_1","user_1"
3028,"A","D","D","A-D-A-3028",3,2019-08-12,2019-08-12,"user_1","user_1"
3029,"A","E","E","A-E-A-3029",4,2020-02-08,2020-02-08,"user_1","user_1"
3030,"A","F","F","A-F-A-3030",5,2020-08-06,2020-08-06,"user_1","user_1"
3031,"A","A","G","A-A-A-3031",6,2021-02-02,2021-02-02,"user_1","user_1"
3032,"A","B","H","A-B-A-3032",5,2020-08-06,2020-08-06,"user_1","user_1"
3033,"A","C","I","A-C-A-3033",3,2019-08-12,2019-08-12,"user_1","user_1"
3034,"A","D","J","A-D-A-3034",3,2019-08-12,2019-08-12,"user_1","user_1"
3035,"A","E","K","A-E-A-3035",4,2020-02-08,2020-02-08,"user_1","user_1"
3036,"A","F","L","A-F-A-3036",5,2020-08-06,2020-08-06,"user_1","user_1"
3037,"A","A","A","A-A-A-3037",6,2021-02-02,2021-02-02,"user_1","user_1"
3038,"A","B","B","A-B-A-3038",5,2020-08-06,2020-08-06,"user_1","user_1"
3039,"A","C","C","A-C-A-3039",3,2019-08-12,2019-08-12,"user_1","user_1"
3040,"A","D","D","A-D-A-3040",3,2019-08-12,2019-08-12,"user_1","user_1"
3041,"A","E","E","A-E-A-3041",4,2020-02-08,2020-02-08,"user_1","user_1"
3042,"A","F","F","A-F-A-3042",5,2020-08-06,2020-08-06,"user_1","user_1"
3043,"A","A","G","A-A-A-3043",6,2021-02-02,2021-02-02,"user_1","user_1"
3044,"A","B","H","A-B-A-3044",5,2020-08-06,2020-08-06,"user_1","user_1"
3045,"A","C","I","A-C-A-3045",3,2019-08-12,2019-08-12,"user_1","user_1"
3046,"A","D","J","A-D-A-3046",3,2019-08-12,2019-08-12,"user_1","user_1"
3047,"A","E","K","A-E-A-3047",4,2020-02-08,2020-02-08,"user_1","user_1"
3048,"A","F","L","A-F-A-3048",5,2020-08-06,2020-08-06,"user_1","user_1"
3049,"A","A","A","A-A-A-3049",6,2021-02-02,2021-02-02,"user_1","user_1"
3050,"A","B","B","A-B-A-3050",5,2020-08-06,2020-08-06,"user_1","user_1"
3051,"A","C","C","A-C-A-3051",3,2019-08-12,2019-08-12,"user_1","user_1"
3052,"A","D","D","A-D-A-3052",3,2019-08-12,2019-08-12,"user_1","user_1"
3053,"A","E","E","A-E-A-3053",4,2020-02-08,2020-02-08,"user_1","user_1"
3054,"A","F","F","A-F-A-3054",5,2020-08-06,2020-08-06,"user_1","user_1"
3055,"A","A","G","A-A-A-3055",6,2021-02-02,2021-02-02,"user_1","user_1"
3056,"A","B","H","A-B-A-3056",5,2020-08-06,2020-08-06,"user_1","user_1"
3057,"A","C","I","A-C-A-3057",3,2019-08-12,2019-08-12,"user_1","user_1"
3058,"A","D","J","A-D-A-3058",3,2019-08-12,2019-08-12,"user_1","user_1"
3059,"A","E","K","A-E-A-3059",4,2020-02-08,2020-02-08,"user_1","user_1"
3060,"A","F","L","A-F-A-3060",5,2020-08-06,2020-08-06,"user_1","user_1"
3061,"A","A","A","A-A-A-3061",6,2021-02-02,2021-02-02,"user_1","user_1"
3062,"A","B","B","A-B-A-3062",5,2020-08-06,2020-08-06,"user_1","user_1"
3063,"A","C","C","A-C-A-3063",3,2019-08-12,2019-08-12,"user_1","user_1"
3064,"A","D","D","A-D-A-3064",3,2019-08-12,2019-08-12,"user_1","user_1"
3065,"A","E","E","A-E-A-3065",4,2020-02-08,2020-02-08,"user_1","user_1"
3066,"A","F","F","A-F-A-3066",5,2020-08-06,2020-08-06,"user_1","user_1"
3067,"A","A","G","A-A-A-3067",6,2021-02-02,2021-02-02,"user_1","user_1"
3068,"A","B","H","A-B-A-3068",5,2020-08-06,2020-08-06,"user_1","user_1"
3069,"A","C","I","A-C-A-3069",3,2019-08-12,2019-08-12,"user_1","user_1"
3070,"A","D","J","A-D-A-3070",3,2019-08-12,2019-08-12,"user_1","user_1"
3071,"A","E","K","A-E-A-3071",4,2020-02-08,2020-02-08,"user_1","user_1"
3072,"A","F","L","A-F-A-3072",5,2020-08-06,2020-08-06,"user_1","user_1"
3073,"A","A","A","A-A-A-3073",6,2021-02-02,2021-02-02,"user_1","user_1"
3074,"A","B","B","A-B-A-3074",5,2020-08-06,2020-08-06,"user_1","user_1"
3075,"A","C","C","A-C-A-3075",3,2019-08-12,2019-08-12,"user_1","user_1"
3076,"A","D","D","A-D-A-3076",3,2019-08-12,2019-08-12,"user_1","user_1"
3077,"A","E","E","A-E-A-3077",4,2020-02-08,2020-02-08,"user_1","user_1"
3078,"A","F","F","A-F-A-3078",5,2020-08-06,2020-08-06,"user_1","user_1"
3079,"A","A","G","A-A-A-3079",6,2021-02-02,2021-02-02,"user_1","user_1"
3080,"A","B","H","A-B-A-3080",5,2020-08-06,2020-08-06,"user_1","user_1"
3081,"A","C","I","A-C-A-3081",3,2019-08-12,2019-08-12,"user_1","user_1"
3082,"A","D","J","A-D-A-3082",3,2019-08-12,2019-08-12,"user_1","user_1"
3083,"A","E","K","A-E-A-3083",4,2020-02-08,2020-02-08,"user_1","user_1"
3084,"A","F","L","A-F-A-3084",5,2020-08-06,2020-08-06,"user_1","user_1"
3085,"A","A","A","A-A-A-3085",6,2021-02-02,2021-02-02,"user_1","user_1"
3086,"A","B","B","A-B-A-3086",5,2020-08-06,2020-08-06,"user_1","user_1"
3087,"A","C","C","A-C-A-3087",3,2019-08-12,2019-08-12,"user_1","user_1"
3088,"A","D","D","A-D-A-3088",3,2019-08-12,2019-08-12,"user_1","user_1"
3089,"A","E","E","A-E-A-3089",4,2020-02-08,2020-02-08,"user_1","user_1"
3090,"A","F","F","A-F-A-3090",5,2020-08-06,2020-08-06,"user_1","user_1"
3091,"A","A","G","A-A-A-3091",6,2021-02-02,2021-02-02,"user_1","user_1"
3092,"A","B","H","A-B-A-3092",5,2020-08-06,2020-08-06,"user_1","user_1"
3093,"A","C","I","A-C-A-3093",3,2019-08-12,2019-08-12,"user_1","user_1"
3094,"A","D","J","A-D-A-3094",3,2019-08-12,2019-08-12,"user_1","user_1"
3095,"A","E","K","A-E-A-3095",4,2020-02-08,2020-02-08,"user_1","user_1"
3096,"A","F","L","A-F-A-3096",5,2020-08-06,2020-08-06,"user_1","user_1"
3097,"A","A","A","A-A-A-3097",6,2021-02-02,2021-02-02,"user_1","user_1"
3098,"A","B","B","A-B-A-3098",5,2020-08-06,2020-08-06,"user_1","user_1"
3099,"A","C","C","A-C-A-3099",3,2019-08-12,2019-08-12,"user_1","user_1"
3100,"A","D","D","A-D-A-3100",3,2019-08-12,2019-08-12,"user_1","user_1"
3101,"A","E","E","A-E-A-3101",4,2020-02-08,2020-02-08,"user_1","user_1"
3102,"A","F","F","A-F-A-3102",5,2020-08-06,2020-08-06,"user_1","user_1"
3103,"A","A","G","A-A-A-3103",6,2021-02-02,2021-02-02,"user_1","user_1"
3104,"A","B","H","A-B-A-3104",5,2020-08-06,2020-08-06,"user_1","user_1"
3105,"A","C","I","A-C-A-3105",3,2019-08-12,2019-08-12,"user_1","user_1"
3106,"A","D","J","A-D-A-3106",3,2019-08-12,2019-08-12,"user_1","user_1"
3107,"A","E","K","A-E-A-3107",4,2020-02-08,2020-02-08,"user_1","user_1"
3108,"A","F","L","A-F-A-3108",5,2020-08-06,2020-08-06,"user_1","user_1"
3109,"A","A","A","A-A-A-3109",6,2021-02-02,2021-02-02,"user_1","user_1"
3110,"A","B","B","A-B-A-3110",5,2020-08-06,2020-08-06,"user_1","user_1"
3111,"A","C","C","A-C-A-3111",3,2019-08-12,2019-08-12,"user_1","user_1"
3112,"A","D","D","A-D-A-3112",3,2019-08-12,2019-08-12,"user_1","user_1"
3113,"A","E","E","A-E-A-3113",4,2020-02-08,2020-02-08,"user_1","user_1"
3114,"A","F","F","A-F-A-3114",5,2020-08-06,2020-08-06,"user_1","user_1"
3115,"A","A","G","A-A-A-3115",6,2021-02-02,2021-02-02,"user_1","user_1"
3116,"A","B","H","A-B-A-3116",5,2020-08-06,2020-08-06,"user_1","user_1"
3117,"A","C","I","A-C-A-3117",3,2019-08-12,2019-08-12,"user_1","user_1"
3118,"A","D","J","A-D-A-3118",3,2019-08-12,2019-08-12,"user_1","user_1"
3119,"A","E","K","A-E-A-3119",4,2020-02-08,2020-02-08,"user_1","user_1"
3120,"A","F","L","A-F-A-3120",5,2020-08-06,2020-08-06,"user_1","user_1"
3121,"A","A","A","A-A-A-3121",6,2021-02-02,2021-02-02,"user_1","user_1"
3122,"A","B","B","A-B-A-3122",5,2020-08-06,2020-08-06,"user_1","user_1"
3123,"A","C","C","A-C-A-3123",3,2019-08-12,2019-08-12,"user_1","user_1"
3124,"A","D","D","A-D-A-3124",3,2019-08-12,2019-08-12,"user_1","user_1"
3125,"A","E","E","A-E-A-3125",4,2020-02-08,2020-02-08,"user_1","user_1"
3126,"A","F","F","A-F-A-3126",5,2020-08-06,2020-08-06,"user_1","user_1"
3127,"A","A","G","A-A-A-3127",6,2021-02-02,2021-02-02,"user_1","user_1"
3128,"A","B","H","A-B-A-3128",5,2020-08-06,2020-08-06,"user_1","user_1"
3129,"A","C","I","A-C-A-3129",3,2019-08-12,2019-08-12,"user_1","user_1"
3130,"A","D","J","A-D-A-3130",3,2019-08-12,2019-08-12,"user_1","user_1"
3131,"A","E","K","A-E-A-3131",4,2020-02-08,2020-02-08,"user_1","user_1"
3132,"A","F","L","A-F-A-3132",5,2020-08-06,2020-08-06,"user_1","user_1"
3133,"A","A","A","A-A-A-3133",6,2021-02-02,2021-02-02,"user_1","user_1"
3134,"A","B","B","A-B-A-3134",5,2020-08-06,2020-08-06,"user_1","user_1"
3135,"A","C","C","A-C-A-3135",3,2019-08-12,2019-08-12,"user_1","user_1"
3136,"A","D","D","A-D-A-3136",3,2019-08-12,2019-08-12,"user_1","user_1"
3137,"A","E","E","A-E-A-3137",4,2020-02-08,2020-02-08,"user_1","user_1"
3138,"A","F","F","A-F-A-3138",5,2020-08-06,2020-08-06,"user_1","user_1"
3139,"A","A","G","A-A-A-3139",6,2021-02-02,2021-02-02,"user_1","user_1"
3140,"A","B","H","A-B-A-3140",5,2020-08-06,2020-08-06,"user_1","user_1"
3141,"A","C","I","A-C-A-3141",3,2019-08-12,2019-08-12,"user_1","user_1"
3142,"A","D","J","A-D-A-3142",3,2019-08-12,2019-08-12,"user_1","user_1"
3143,"A","E","K","A-E-A-3143",4,2020-02-08,2020-02-08,"user_1","user_1"
3144,"A","F","L","A-F-A-3144",5,2020-08-06,2020-08-06,"user_1","user_1"
3145,"A","A","A","A-A-A-3145",6,2021-02-02,2021-02-02,"user_1","user_1"
3146,"A","B","B","A-B-A-3146",5,2020-08-06,2020-08-06,"user_1","user_1"
3147,"A","C","C","A-C-A-3147",3,2019-08-12,2019-08-12,"user_1","user_1"
3148,"A","D","D","A-D-A-3148",3,2019-08-12,2019-08-12,"user_1","user_1"
3149,"A","E","E","A-E-A-3149",4,2020-02-08,2020-02-08,"user_1","user_1"
3150,"A","F","F","A-F-A-3150",5,2020-08-06,2020-08-06,"user_1","user_1"
3151,"A","A","G","A-A-A-3151",6,2021-02-02,2021-02-02,"user_1","user_1"
3152,"A","B","H","A-B-A-3152",5,2020-08-06,2020-08-06,"user_1","user_1"
3153,"A","C","I","A-C-A-3153",3,2019-08-12,2019-08-12,"user_1","user_1"
3154,"A","D","J","A-D-A-3154",3,2019-08-12,2019-08-12,"user_1","user_1"
3155,"A","E","K","A-E-A-3155",4,2020-02-08,2020-02-08,"user_1","user_1"
3156,"A","F","L","A-F-A-3156",5,2020-08-06,2020-08-06,"user_1","user_1"
3157,"A","A","A","A-A-A-3157",6,2021-02-02,2021-02-02,"user_1","user_1"
3158,"A","B","B","A-B-A-3158",5,2020-08-06,2020-08-06,"user_1","user_1"
3159,"A","C","C","A-C-A-3159",3,2019-08-12,2019-08-12,"user_1","user_1"
3160,"A","D","D","A-D-A-3160",3,2019-08-12,2019-08-12,"user_1","user_1"
3161,"A","E","E","A-E-A-3161",4,2020-02-08,2020-02-08,"user_1","user_1"
