"id","admin_1","admin_2","admin_3","household_code","registration_round","registration_date","registration_update_date","registration_user","registration_update_user","members"
2483,"A","E","K","A-E-A-2483",3,"2019-02-13","2019-02-13","user_1","user_1",5979
2484,"A","F","L","A-F-A-2484",5,"2021-02-02","2021-02-02","user_1","user_1",5866
2485,"A","A","A","A-A-A-2485",3,"2021-02-02","2021-02-02","user_1","user_1",6115
2486,"A","B","B","A-B-A-2486",5,"2020-02-08","2020-02-08","user_1","user_1",5973
2487,"A","C","C","A-C-A-2487",4,"2018-08-17","2018-08-17","user_1","user_1",6035
2488,"A","D","D","A-D-A-2488",6,"2020-08-06","2020-08-06","user_1","user_1",5973
2489,"A","E","E","A-E-A-2489",3,"2019-02-13","2019-02-13","user_1","user_1",5866
2490,"A","F","F","A-F-A-2490",6,"2021-02-02","2021-02-02","user_1","user_1",6101
2491,"A","A","G","A-A-A-2491",1,"2021-02-02","2021-02-02","user_1","user_1",5971
2492,"A","B","H","A-B-A-2492",6,"2020-02-08","2020-02-08","user_1","user_1",6101
2493,"A","C","I","A-C-A-2493",6,"2018-08-17","2018-08-17","user_1","user_1",6101
2494,"A","D","J","A-D-A-2494",6,"2020-08-06","2020-08-06","user_1","user_1",5918
2495,"A","E","K","A-E-A-2495",6,"2019-02-13","2019-02-13","user_1","user_1",5918
2496,"A","F","L","A-F-A-2496",1,"2021-02-02","2021-02-02","user_1","user_1",5982
2497,"A","A","A","A-A-A-2497",2,"2021-02-02","2021-02-02","user_1","user_1",5918
2498,"A","B","B","A-B-A-2498",3,"2020-02-08","2020-02-08","user_1","user_1",5971
2499,"A","C","C","A-C-A-2499",6,"2018-08-17","2018-08-17","user_1","user_1",6115
2500,"A","D","D","A-D-A-2500",2,"2020-08-06","2020-08-06","user_1","user_1",5971
2501,"A","E","E","A-E-A-2501",4,"2019-02-13","2019-02-13","user_1","user_1",5971
2502,"A","F","F","A-F-A-2502",5,"2021-02-02","2021-02-02","user_1","user_1",5971
2503,"A","A","G","A-A-A-2503",1,"2021-02-02","2021-02-02","user_1","user_1",5973
2504,"A","B","H","A-B-A-2504",2,"2020-02-08","2020-02-08","user_1","user_1",5918
2505,"A","C","I","A-C-A-2505",2,"2018-08-17","2018-08-17","user_1","user_1",5982
2506,"A","D","J","A-D-A-2506",4,"2020-08-06","2020-08-06","user_1","user_1",6101
2507,"A","E","K","A-E-A-2507",1,"2019-02-13","2019-02-13","user_1","user_1",5918
2508,"A","F","L","A-F-A-2508",1,"2021-02-02","2021-02-02","user_1","user_1",5979
2509,"A","A","A","A-A-A-2509",6,"2021-02-02","2021-02-02","user_1","user_1",5973
2510,"A","B","B","A-B-A-2510",4,"2020-02-08","2020-02-08","user_1","user_1",5866
2511,"A","C","C","A-C-A-2511",6,"2018-08-17","2018-08-17","user_1","user_1",5973
2512,"A","D","D","A-D-A-2512",4,"2020-08-06","2020-08-06","user_1","user_1",6060
2513,"A","E","E","A-E-A-2513",4,"2019-02-13","2019-02-13","user_1","user_1",5973
2514,"A","F","F","A-F-A-2514",5,"2021-02-02","2021-02-02","user_1","user_1",6035
2515,"A","A","G","A-A-A-2515",2,"2021-02-02","2021-02-02","user_1","user_1",5979
2516,"A","B","H","A-B-A-2516",2,"2020-02-08","2020-02-08","user_1","user_1",6060
2517,"A","C","I","A-C-A-2517",5,"2018-08-17","2018-08-17","user_1","user_1",6101
2518,"A","D","J","A-D-A-2518",2,"2020-08-06","2020-08-06","user_1","user_1",5979
2519,"A","E","K","A-E-A-2519",4,"2019-02-13","2019-02-13","user_1","user_1",6035
2520,"A","F","L","A-F-A-2520",4,"2021-02-02","2021-02-02","user_1","user_1",5971
2521,"A","A","A","A-A-A-2521",6,"2021-02-02","2021-02-02","user_1","user_1",6115
2522,"A","B","B","A-B-A-2522",3,"2020-02-08","2020-02-08","user_1","user_1",6035
2523,"A","C","C","A-C-A-2523",5,"2018-08-17","2018-08-17","user_1","user_1",5979
2524,"A","D","D","A-D-A-2524",1,"2020-08-06","2020-08-06","user_1","user_1",5918
2525,"A","E","E","A-E-A-2525",1,"2019-02-13","2019-02-13","user_1","user_1",5973
2526,"A","F","F","A-F-A-2526",4,"2021-02-02","2021-02-02","user_1","user_1",5973
2527,"A","A","G","A-A-A-2527",5,"2021-02-02","2021-02-02","user_1","user_1",6035
2528,"A","B","H","A-B-A-2528",1,"2020-02-08","2020-02-08","user_1","user_1",5866
2529,"A","C","I","A-C-A-2529",3,"2018-08-17","2018-08-17","user_1","user_1",6101
2530,"A","D","J","A-D-A-2530",4,"2020-08-06","2020-08-06","user_1","user_1",5979
2531,"A","E","K","A-E-A-2531",5,"2019-02-13","2019-02-13","user_1","user_1",5866
2532,"A","F","L","A-F-A-2532",4,"2021-02-02","2021-02-02","user_1","user_1",6101
2533,"A","A","A","A-A-A-2533",1,"2021-02-02","2021-02-02","user_1","user_1",5866
2534,"A","B","B","A-B-A-2534",5,"2020-02-08","2020-02-08","user_1","user_1",5866
2535,"A","C","C","A-C-A-2535",1,"2018-08-17","2018-08-17","user_1","user_1",5979
2536,"A","D","D","A-D-A-2536",3,"2020-08-06","2020-08-06","user_1","user_1",6060
2537,"A","E","E","A-E-A-2537",3,"2019-02-13","2019-02-13","user_1","user_1",5866
2538,"A","F","F","A-F-A-2538",5,"2021-02-02","2021-02-02","user_1","user_1",5866
2539,"A","A","G","A-A-A-2539",1,"2021-02-02","2021-02-02","user_1","user_1",5982
2540,"A","B","H","A-B-A-2540",5,"2020-02-08","2020-02-08","user_1","user_1",6115
2541,"A","C","I","A-C-A-2541",5,"2018-08-17","2018-08-17","user_1","user_1",6035
2542,"A","D","J","A-D-A-2542",4,"2020-08-06","2020-08-06","user_1","user_1",6115
2543,"A","E","K","A-E-A-2543",1,"2019-02-13","2019-02-13","user_1","user_1",5973
2544,"A","F","L","A-F-A-2544",3,"2021-02-02","2021-02-02","user_1","user_1",5918
2545,"A","A","A","A-A-A-2545",1,"2021-02-02","2021-02-02","user_1","user_1",5866
2546,"A","B","B","A-B-A-2546",5,"2020-02-08","2020-02-08","user_1","user_1",6115
2547,"A","C","C","A-C-A-2547",5,"2018-08-17","2018-08-17","user_1","user_1",6060
2548,"A","D","D","A-D-A-2548",1,"2020-08-06","2020-08-06","user_1","user_1",6101
2549,"A","E","E","A-E-A-2549",6,"2019-02-13","2019-02-13","user_1","user_1",6060
2550,"A","F","F","A-F-A-2550",3,"2021-02-02","2021-02-02","user_1","user_1",5918
2551,"A","A","G","A-A-A-2551",5,"2021-02-02","2021-02-02","user_1","user_1",6060
2552,"A","B","H","A-B-A-2552",5,"2020-02-08","2020-02-08","user_1","user_1",5982
2553,"A","C","I","A-C-A-2553",6,"2018-08-17","2018-08-17","user_1","user_1",5918
2554,"A","D","J","A-D-A-2554",3,"2020-08-06","2020-08-06","user_1","user_1",5971
2555,"A","E","K","A-E-A-2555",3,"2019-02-13","2019-02-13","user_1","user_1",5982
2556,"A","F","L","A-F-A-2556",5,"2021-02-02","2021-02-02","user_1","user_1",5979
2557,"A","A","A","A-A-A-2557",6,"2021-02-02","2021-02-02","user_1","user_1",6060
2558,"A","B","B","A-B-A-2558",6,"2020-02-08","2020-02-08","user_1","user_1",5979
2559,"A","C","C","A-C-A-2559",2,"2018-08-17","2018-08-17","user_1","user_1",6060
2560,"A","D","D","A-D-A-2560",2,"2020-08-06","2020-08-06","user_1","user_1",5971
2561,"A","E","E","A-E-A-2561",1,"2019-02-13","2019-02-13","user_1","user_1",5866
2562,"A","F","F","A-F-A-2562",2,"2021-02-02","2021-02-02","user_1","user_1",6101
2563,"A","A","G","A-A-A-2563",2,"2021-02-02","2021-02-02","user_1","user_1",5979
2564,"A","B","H","A-B-A-2564",4,"2020-02-08","2020-02-08","user_1","user_1",6060
2565,"A","C","I","A-C-A-2565",5,"2018-08-17","2018-08-17","user_1","user_1",5866
2566,"A","D","J","A-D-A-2566",1,"2020-08-06","2020-08-06","user_1","user_1",6060
2567,"A","E","K","A-E-A-2567",4,"2019-02-13","2019-02-13","user_1","user_1",5979
2568,"A","F","L","A-F-A-2568",6,"2021-02-02","2021-02-02","user_1","user_1",5973
2569,"A","A","A","A-A-A-2569",6,"2021-02-02","2021-02-02","user_1","user_1",5973
2570,"A","B","B","A-B-A-2570",5,"2020-02-08","2020-02-08","user_1","user_1",5973
2571,"A","C","C","A-C-A-2571",1,"2018-08-17","2018-08-17","user_1","user_1",5973
2572,"A","D","D","A-D-A-2572",4,"2020-08-06","2020-08-06","user_1","user_1",5918
2573,"A","E","E","A-E-A-2573",2,"2019-02-13","2019-02-13","user_1","user_1",6101
2574,"A","F","F","A-F-A-2574",1,"2021-02-02","2021-02-02","user_1","user_1",5866
2575,"A","A","G","A-A-A-2575",3,"2021-02-02","2021-02-02","user_1","user_1",5982
2576,"A","B","H","A-B-A-2576",5,"2020-02-08","2020-02-08","user_1","user_1",5982
2577,"A","C","I","A-C-A-2577",5,"2018-08-17","2018-08-17","user_1","user_1",6035
2578,"A","D","J","A-D-A-2578",6,"2020-08-06","2020-08-06","user_1","user_1",6101
2579,"A","E","K","A-E-A-2579",1,"2019-02-13","2019-02-13","user_1","user_1",6115
2580,"A","F","L","A-F-A-2580",1,"2021-02-02","2021-02-02","user_1","user_1",5979
2581,"A","A","A","A-A-A-2581",5,"2021-02-02","2021-02-02","user_1","user_1",5973
2582,"A","B","B","A-B-A-2582",4,"2020-02-08","2020-02-08","user_1","user_1",5918
2583,"A","C","C","A-C-A-2583",5,"2018-08-17","2018-08-17","user_1","user_1",6115
2584,"A","D","D","A-D-A-2584",2,"2020-08-06","2020-08-06","user_1","user_1",5982
2585,"A","E","E","A-E-A-2585",5,"2019-02-13","2019-02-13","user_1","user_1",5918
2586,"A","F","F","A-F-A-2586",5,"2021-02-02","2021-02-02","user_1","user_1",5973
2587,"A","A","G","A-A-A-2587",5,"2021-02-02","2021-02-02","user_1","user_1",5918
2588,"A","B","H","A-B-A-2588",1,"2020-02-08","2020-02-08","user_1","user_1",5866
2589,"A","C","I","A-C-A-2589",5,"2018-08-17","2018-08-17","user_1","user_1",5918
2590,"A","D","J","A-D-A-2590",5,"2020-08-06","2020-08-06","user_1","user_1",6115
2591,"A","E","K","A-E-A-2591",5,"2019-02-13","2019-02-13","user_1","user_1",5982
2592,"A","F","L","A-F-A-2592",1,"2021-02-02","2021-02-02","user_1","user_1",6060
2593,"A","A","A","A-A-A-2593",5,"2021-02-02","2021-02-02","user_1","user_1",6035
2594,"A","B","B","A-B-A-2594",6,"2020-02-08","2020-02-08","user_1","user_1",5918
2595,"A","C","C","A-C-A-2595",2,"2018-08-17","2018-08-17","user_1","user_1",6115
2596,"A","D","D","A-D-A-2596",6,"2020-08-06","2020-08-06","user_1","user_1",6035
2597,"A","E","E","A-E-A-2597",4,"2019-02-13","2019-02-13","user_1","user_1",5979
2598,"A","F","F","A-F-A-2598",2,"2021-02-02","2021-02-02","user_1","user_1",6035
2599,"A","A","G","A-A-A-2599",4,"2021-02-02","2021-02-02","user_1","user_1",5866
2600,"A","B","H","A-B-A-2600",6,"2020-02-08","2020-02-08","user_1","user_1",6035
2601,"A","C","I","A-C-A-2601",3,"2018-08-17","2018-08-17","user_1","user_1",5973
2602,"A","D","J","A-D-A-2602",3,"2020-08-06","2020-08-06","user_1","user_1",5918
2603,"A","E","K","A-E-A-2603",5,"2019-02-13","2019-02-13","user_1","user_1",5979
2604,"A","F","L","A-F-A-2604",1,"2021-02-02","2021-02-02","user_1","user_1",5866
2605,"A","A","A","A-A-A-2605",6,"2021-02-02","2021-02-02","user_1","user_1",5918
2606,"A","B","B","A-B-A-2606",5,"2020-02-08","2020-02-08","user_1","user_1",6035
2607,"A","C","C","A-C-A-2607",5,"2018-08-17","2018-08-17","user_1","user_1",6101
2608,"A","D","D","A-D-A-2608",4,"2020-08-06","2020-08-06","user_1","user_1",5979
2609,"A","E","E","A-E-A-2609",6,"2019-02-13","2019-02-13","user_1","user_1",6115
2610,"A","F","F","A-F-A-2610",2,"2021-02-02","2021-02-02","user_1","user_1",5979
2611,"A","A","G","A-A-A-2611",3,"2021-02-02","2021-02-02","user_1","user_1",5979
2612,"A","B","H","A-B-A-2612",6,"2020-02-08","2020-02-08","user_1","user_1",6035
2613,"A","C","I","A-C-A-2613",4,"2018-08-17","2018-08-17","user_1","user_1",6035
2614,"A","D","J","A-D-A-2614",6,"2020-08-06","2020-08-06","user_1","user_1",5918
2615,"A","E","K","A-E-A-2615",3,"2019-02-13","2019-02-13","user_1","user_1",6060
2616,"A","F","L","A-F-A-2616",6,"2021-02-02","2021-02-02","user_1","user_1",6035
2617,"A","A","A","A-A-A-2617",4,"2021-02-02","2021-02-02","user_1","user_1",5982
2618,"A","B","B","A-B-A-2618",6,"2020-02-08","2020-02-08","user_1","user_1",5973
2619,"A","C","C","A-C-A-2619",1,"2018-08-17","2018-08-17","user_1","user_1",5973
2620,"A","D","D","A-D-A-2620",3,"2020-08-06","2020-08-06","user_1","user_1",5971
2621,"A","E","E","A-E-A-2621",3,"2019-02-13","2019-02-13","user_1","user_1",5866
2622,"A","F","F","A-F-A-2622",5,"2021-02-02","2021-02-02","user_1","user_1",6101
2623,"A","A","G","A-A-A-2623",5,"2021-02-02","2021-02-02","user_1","user_1",6060
2624,"A","B","H","A-B-A-2624",4,"2020-02-08","2020-02-08","user_1","user_1",5971
2625,"A","C","I","A-C-A-2625",3,"2018-08-17","2018-08-17","user_1","user_1",6115
2626,"A","D","J","A-D-A-2626",6,"2020-08-06","2020-08-06","user_1","user_1",5866
2627,"A","E","K","A-E-A-2627",5,"2019-02-13","2019-02-13","user_1","user_1",6035
2628,"A","F","L","A-F-A-2628",6,"2021-02-02","2021-02-02","user_1","user_1",6035
2629,"A","A","A","A-A-A-2629",4,"2021-02-02","2021-02-02","user_1","user_1",5971
2630,"A","B","B","A-B-A-2630",6,"2020-02-08","2020-02-08","user_1","user_1",6035
2631,"A","C","C","A-C-A-2631",4,"2018-08-17","2018-08-17","user_1","user_1",5866
2632,"A","D","D","A-D-A-2632",3,"2020-08-06","2020-08-06","user_1","user_1",6035
2633,"A","E","E","A-E-A-2633",2,"2019-02-13","2019-02-13","user_1","user_1",6035
2634,"A","F","F","A-F-A-2634",4,"2021-02-02","2021-02-02","user_1","user_1",6035
2635,"A","A","G","A-A-A-2635",1,"2021-02-02","2021-02-02","user_1","user_1",5866
2636,"A","B","H","A-B-A-2636",2,"2020-02-08","2020-02-08","user_1","user_1",6101
2637,"A","C","I","A-C-A-2637",2,"2018-08-17","2018-08-17","user_1","user_1",5973
2638,"A","D","J","A-D-A-2638",5,"2020-08-06","2020-08-06","user_1","user_1",5979
2639,"A","E","K","A-E-A-2639",5,"2019-02-13","2019-02-13","user_1","user_1",5971
2640,"A","F","L","A-F-A-2640",5,"2021-02-02","2021-02-02","user_1","user_1",5982
2641,"A","A","A","A-A-A-2641",3,"2021-02-02","2021-02-02","user_1","user_1",6035
2642,"A","B","B","A-B-A-2642",6,"2020-02-08","2020-02-08","user_1","user_1",5971
2643,"A","C","C","A-C-A-2643",5,"2018-08-17","2018-08-17","user_1","user_1",5866
2644,"A","D","D","A-D-A-2644",2,"2020-08-06","2020-08-06","user_1","user_1",6101
2645,"A","E","E","A-E-A-2645",2,"2019-02-13","2019-02-13","user_1","user_1",5979
2646,"A","F","F","A-F-A-2646",1,"2021-02-02","2021-02-02","user_1","user_1",6060
2647,"A","A","G","A-A-A-2647",4,"2021-02-02","2021-02-02","user_1","user_1",5979
2648,"A","B","H","A-B-A-2648",2,"2020-02-08","2020-02-08","user_1","user_1",5973
2649,"A","C","I","A-C-A-2649",6,"2018-08-17","2018-08-17","user_1","user_1",6060
2650,"A","D","J","A-D-A-2650",6,"2020-08-06","2020-08-06","user_1","user_1",5982
2651,"A","E","K","A-E-A-2651",4,"2019-02-13","2019-02-13","user_1","user_1",5866
2652,"A","F","L","A-F-A-2652",5,"2021-02-02","2021-02-02","user_1","user_1",6060
2653,"A","A","A","A-A-A-2653",6,"2021-02-02","2021-02-02","user_1","user_1",5971
2654,"A","B","B","A-B-A-2654",4,"2020-02-08","2020-02-08","user_1","user_1",5973
2655,"A","C","C","A-C-A-2655",6,"2018-08-17","2018-08-17","user_1","user_1",6115
2656,"A","D","D","A-D-A-2656",6,"2020-08-06","2020-08-06","user_1","user_1",6101
2657,"A","E","E","A-E-A-2657",5,"2019-02-13","2019-02-13","user_1","user_1",5982
2658,"A","F","F","A-F-A-2658",5,"2021-02-02","2021-02-02","user_1","user_1",5918
2659,"A","A","G","A-A-A-2659",5,"2021-02-02","2021-02-02","user_1","user_1",5973
2660,"A","B","H","A-B-A-2660",4,"2020-02-08","2020-02-08","user_1","user_1",5973
2661,"A","C","I","A-C-A-2661",6,"2018-08-17","2018-08-17","user_1","user_1",6060
2662,"A","D","J","A-D-A-2662",1,"2020-08-06","2020-08-06","user_1","user_1",5971
2663,"A","E","K","A-E-A-2663",6,"2019-02-13","2019-02-13","user_1","user_1",6101
2664,"A","F","L","A-F-A-2664",5,"2021-02-02","2021-02-02","user_1","user_1",6035
2665,"A","A","A","A-A-A-2665",3,"2021-02-02","2021-02-02","user_1","user_1",5866
2666,"A","B","B","A-B-A-2666",3,"2020-02-08","2020-02-08","user_1","user_1",6035
2667,"A","C","C","A-C-A-2667",3,"2018-08-17","2018-08-17","user_1","user_1",5866
2668,"A","D","D","A-D-A-2668",3,"2020-08-06","2020-08-06","user_1","user_1",6060
2669,"A","E","E","A-E-A-2669",6,"2019-02-13","2019-02-13","user_1","user_1",5973
2670,"A","F","F","A-F-A-2670",2,"2021-02-02","2021-02-02","user_1","user_1",5973
2671,"A","A","G","A-A-A-2671",2,"2021-02-02","2021-02-02","user_1","user_1",5866
2672,"A","B","H","A-B-A-2672",1,"2020-02-08","2020-02-08","user_1","user_1",6035
2673,"A","C","I","A-C-A-2673",1,"2018-08-17","2018-08-17","user_1","user_1",5866
2674,"A","D","J","A-D-A-2674",6,"2020-08-06","2020-08-06","user_1","user_1",6035
2675,"A","E","K","A-E-A-2675",5,"2019-02-13","2019-02-13","user_1","user_1",5918
2676,"A","F","L","A-F-A-2676",3,"2021-02-02","2021-02-02","user_1","user_1",5866
2677,"A","A","A","A-A-A-2677",3,"2021-02-02","2021-02-02","user_1","user_1",5973
2678,"A","B","B","A-B-A-2678",1,"2020-02-08","2020-02-08","user_1","user_1",5866
2679,"A","C","C","A-C-A-2679",5,"2018-08-17","2018-08-17","user_1","user_1",5866
2680,"A","D","D","A-D-A-2680",3,"2020-08-06","2020-08-06","user_1","user_1",5971
2681,"A","E","E","A-E-A-2681",3,"2019-02-13","2019-02-13","user_1","user_1",5866
2682,"A","F","F","A-F-A-2682",1,"2021-02-02","2021-02-02","user_1","user_1",6060
2683,"A","A","G","A-A-A-2683",5,"2021-02-02","2021-02-02","user_1","user_1",6115
2684,"A","B","H","A-B-A-2684",1,"2020-02-08","2020-02-08","user_1","user_1",6101
2685,"A","C","I","A-C-A-2685",5,"2018-08-17","2018-08-17","user_1","user_1",6060
2686,"A","D","J","A-D-A-2686",3,"2020-08-06","2020-08-06","user_1","user_1",5982
2687,"A","E","K","A-E-A-2687",6,"2019-02-13","2019-02-13","user_1","user_1",6035
2688,"A","F","L","A-F-A-2688",1,"2021-02-02","2021-02-02","user_1","user_1",5982
2689,"A","A","A","A-A-A-2689",2,"2021-02-02","2021-02-02","user_1","user_1",5971
2690,"A","B","B","A-B-A-2690",4,"2020-02-08","2020-02-08","user_1","user_1",5973
2691,"A","C","C","A-C-A-2691",5,"2018-08-17","2018-08-17","user_1","user_1",5918
2692,"A","D","D","A-D-A-2692",2,"2020-08-06","2020-08-06","user_1","user_1",6035
2693,"A","E","E","A-E-A-2693",2,"2019-02-13","2019-02-13","user_1","user_1",5982
2694,"A","F","F","A-F-A-2694",6,"2021-02-02","2021-02-02","user_1","user_1",5918
2695,"A","A","G","A-A-A-2695",3,"2021-02-02","2021-02-02","user_1","user_1",5866
2696,"A","B","H","A-B-A-2696",5,"2020-02-08","2020-02-08","user_1","user_1",5866
2697,"A","C","I","A-C-A-2697",3,"2018-08-17","2018-08-17","user_1","user_1",6101
2698,"A","D","J","A-D-A-2698",6,"2020-08-06","2020-08-06","user_1","user_1",6115
2699,"A","E","K","A-E-A-2699",3,"2019-02-13","2019-02-13","user_1","user_1",5979
2700,"A","F","L","A-F-A-2700",4,"2021-02-02","2021-02-02","user_1","user_1",5979
2701,"A","A","A","A-A-A-2701",2,"2021-02-02","2021-02-02","user_1","user_1",5866
2702,"A","B","B","A-B-A-2702",5,"2020-02-08","2020-02-08","user_1","user_1",5866
2703,"A","C","C","A-C-A-2703",2,"2018-08-17","2018-08-17","user_1","user_1",5979
2704,"A","D","D","A-D-A-2704",2,"2020-08-06","2020-08-06","user_1","user_1",5982
2705,"A","E","E","A-E-A-2705",4,"2019-02-13","2019-02-13","user_1","user_1",6101
2706,"A","F","F","A-F-A-2706",1,"2021-02-02","2021-02-02","user_1","user_1",5866
2707,"A","A","G","A-A-A-2707",4,"2021-02-02","2021-02-02","user_1","user_1",5918
2708,"A","B","H","A-B-A-2708",3,"2020-02-08","2020-02-08","user_1","user_1",6115
2709,"A","C","I","A-C-A-2709",4,"2018-08-17","2018-08-17","user_1","user_1",5866
2710,"A","D","J","A-D-A-2710",2,"2020-08-06","2020-08-06","user_1","user_1",5982
2711,"A","E","K","A-E-A-2711",6,"2019-02-13","2019-02-13","user_1","user_1",6115
2712,"A","F","L","A-F-A-2712",3,"2021-02-02","2021-02-02","user_1","user_1",5866
2713,"A","A","A","A-A-A-2713",6,"2021-02-02","2021-02-02","user_1","user_1",6115
2714,"A","B","B","A-B-A-2714",6,"2020-02-08","2020-02-08","user_1","user_1",5918
2715,"A","C","C","A-C-A-2715",6,"2018-08-17","2018-08-17","user_1","user_1",6060
2716,"A","D","D","A-D-A-2716",6,"2020-08-06","2020-08-06","user_1","user_1",5982
2717,"A","E","E","A-E-A-2717",3,"2019-02-13","2019-02-13","user_1","user_1",5918
2718,"A","F","F","A-F-A-2718",6,"2021-02-02","2021-02-02","user_1","user_1",5866
2719,"A","A","G","A-A-A-2719",3,"2021-02-02","2021-02-02","user_1","user_1",6035
2720,"A","B","H","A-B-A-2720",3,"2020-02-08","2020-02-08","user_1","user_1",6035
2721,"A","C","I","A-C-A-2721",5,"2018-08-17","2018-08-17","user_1","user_1",6035
2722,"A","D","J","A-D-A-2722",3,"2020-08-06","2020-08-06","user_1","user_1",6060
2723,"A","E","K","A-E-A-2723",4,"2019-02-13","2019-02-13","user_1","user_1",5982
2724,"A","F","L","A-F-A-2724",6,"2021-02-02","2021-02-02","user_1","user_1",5918
2725,"A","A","A","A-A-A-2725",2,"2021-02-02","2021-02-02","user_1","user_1",5971
2726,"A","B","B","A-B-A-2726",5,"2020-02-08","2020-02-08","user_1","user_1",6035
2727,"A","C","C","A-C-A-2727",5,"2018-08-17","2018-08-17","user_1","user_1",5971
2728,"A","D","D","A-D-A-2728",3,"2020-08-06","2020-08-06","user_1","user_1",5971
2729,"A","E","E","A-E-A-2729",4,"2019-02-13","2019-02-13","user_1","user_1",5982
2730,"A","F","F","A-F-A-2730",2,"2021-02-02","2021-02-02","user_1","user_1",6101
2731,"A","A","G","A-A-A-2731",4,"2021-02-02","2021-02-02","user_1","user_1",5973
2732,"A","B","H","A-B-A-2732",6,"2020-02-08","2020-02-08","user_1","user_1",5979
2733,"A","C","I","A-C-A-2733",4,"2018-08-17","2018-08-17","user_1","user_1",5918
2734,"A","D","J","A-D-A-2734",1,"2020-08-06","2020-08-06","user_1","user_1",6035
2735,"A","E","K","A-E-A-2735",2,"2019-02-13","2019-02-13","user_1","user_1",6060
2736,"A","F","L","A-F-A-2736",3,"2021-02-02","2021-02-02","user_1","user_1",5866
2737,"A","A","A","A-A-A-2737",3,"2021-02-02","2021-02-02","user_1","user_1",5979
2738,"A","B","B","A-B-A-2738",3,"2020-02-08","2020-02-08","user_1","user_1",5866
2739,"A","C","C","A-C-A-2739",4,"2018-08-17","2018-08-17","user_1","user_1",6035
2740,"A","D","D","A-D-A-2740",2,"2020-08-06","2020-08-06","user_1","user_1",6060
2741,"A","E","E","A-E-A-2741",2,"2019-02-13","2019-02-13","user_1","user_1",5982
2742,"A","F","F","A-F-A-2742",4,"2021-02-02","2021-02-02","user_1","user_1",5973
2743,"A","A","G","A-A-A-2743",6,"2021-02-02","2021-02-02","user_1","user_1",5982
2744,"A","B","H","A-B-A-2744",3,"2020-02-08","2020-02-08","user_1","user_1",6060
2745,"A","C","I","A-C-A-2745",3,"2018-08-17","2018-08-17","user_1","user_1",6101
2746,"A","D","J","A-D-A-2746",1,"2020-08-06","2020-08-06","user_1","user_1",5866
2747,"A","E","K","A-E-A-2747",4,"2019-02-13","2019-02-13","user_1","user_1",6035
2748,"A","F","L","A-F-A-2748",5,"2021-02-02","2021-02-02","user_1","user_1",6101
2749,"A","A","A","A-A-A-2749",3,"2021-02-02","2021-02-02","user_1","user_1",5973
2750,"A","B","B","A-B-A-2750",5,"2020-02-08","2020-02-08","user_1","user_1",6060
2751,"A","C","C","A-C-A-2751",6,"2018-08-17","2018-08-17","user_1","user_1",5982
2752,"A","D","D","A-D-A-2752",5,"2020-08-06","2020-08-06","user_1","user_1",5918
2753,"A","E","E","A-E-A-2753",5,"2019-02-13","2019-02-13","user_1","user_1",5979
2754,"A","F","F","A-F-A-2754",4,"2021-02-02","2021-02-02","user_1","user_1",5918
2755,"A","A","G","A-A-A-2755",1,"2021-02-02","2021-02-02","user_1","user_1",6101
2756,"A","B","H","A-B-A-2756",1,"2020-02-08","2020-02-08","user_1","user_1",6101
2757,"A","C","I","A-C-A-2757",3,"2018-08-17","2018-08-17","user_1","user_1",6060
2758,"A","D","J","A-D-A-2758",2,"2020-08-06","2020-08-06","user_1","user_1",5971
2759,"A","E","K","A-E-A-2759",3,"2019-02-13","2019-02-13","user_1","user_1",5973
2760,"A","F","L","A-F-A-2760",5,"2021-02-02","2021-02-02","user_1","user_1",5971
2761,"A","A","A","A-A-A-2761",5,"2021-02-02","2021-02-02","user_1","user_1",5866
2762,"A","B","B","A-B-A-2762",1,"2020-02-08","2020-02-08","user_1","user_1",5982
2763,"A","C","C","A-C-A-2763",3,"2018-08-17","2018-08-17","user_1","user_1",6115
2764,"A","D","D","A-D-A-2764",6,"2020-08-06","2020-08-06","user_1","user_1",5982
2765,"A","E","E","A-E-A-2765",3,"2019-02-13","2019-02-13","user_1","user_1",5918
2766,"A","F","F","A-F-A-2766",2,"2021-02-02","2021-02-02","user_1","user_1",5982
2767,"A","A","G","A-A-A-2767",5,"2021-02-02","2021-02-02","user_1","user_1",5979
2768,"A","B","H","A-B-A-2768",4,"2020-02-08","2020-02-08","user_1","user_1",6115
2769,"A","C","I","A-C-A-2769",1,"2018-08-17","2018-08-17","user_1","user_1",5982
2770,"A","D","J","A-D-A-2770",3,"2020-08-06","2020-08-06","user_1","user_1",6115
2771,"A","E","K","A-E-A-2771",6,"2019-02-13","2019-02-13","user_1","user_1",6060
2772,"A","F","L","A-F-A-2772",6,"2021-02-02","2021-02-02","user_1","user_1",5866
2773,"A","A","A","A-A-A-2773",5,"2021-02-02","2021-02-02","user_1","user_1",5982
2774,"A","B","B","A-B-A-2774",6,"2020-02-08","2020-02-08","user_1","user_1",6035
2775,"A","C","C","A-C-A-2775",4,"2018-08-17","2018-08-17","user_1","user_1",5982
2776,"A","D","D","A-D-A-2776",6,"2020-08-06","2020-08-06","user_1","user_1",6101
2777,"A","E","E","A-E-A-2777",2,"2019-02-13","2019-02-13","user_1","user_1",6115
2778,"A","F","F","A-F-A-2778",2,"2021-02-02","2021-02-02","user_1","user_1",6035
